17/07/2019 - 04:38:10 PM	Derp(Joining/Connecting) connected from the server
17/07/2019 - 04:38:15 PM	(͠≖ ͜ʖ͠≖) (DC)(Joining/Connecting) connected from the server
17/07/2019 - 04:38:21 PM	Dio(Joining/Connecting) connected from the server
17/07/2019 - 04:38:38 PM	Dio(Citizen) said '/advert ZA WARUDO!'
17/07/2019 - 04:39:05 PM	UG | M A S T E R(Joining/Connecting) connected from the server
17/07/2019 - 04:39:13 PM	(͠≖ ͜ʖ͠≖) (DC)(Fuel Refiner) changed his team from 'Citizen' to 'Fuel Refiner'
17/07/2019 - 04:39:24 PM	(͠≖ ͜ʖ͠≖) (DC)(Fuel Refiner) bought 'Build Kit' for $50
17/07/2019 - 04:39:49 PM	UG | M A S T E R(Citizen) entered 'gm_spawnsent'
17/07/2019 - 04:39:55 PM	UG | M A S T E R(Citizen) entered 'gm_spawnsent'
17/07/2019 - 04:40:15 PM	UG | M A S T E R(Citizen) disconnected from the server
17/07/2019 - 04:40:24 PM	[HURT] The world hurt Dio(Citizen) with 40 damage using fall damage
17/07/2019 - 04:40:31 PM	[HURT] The world hurt Dio(Citizen) with 40 damage using fall damage
17/07/2019 - 04:40:39 PM	William(Citizen) said 'i dont think hes done setting it up yet'
17/07/2019 - 04:40:42 PM	[KILL] The world killed Dio(Citizen) with 42 damage using fall damage
17/07/2019 - 04:40:55 PM	Dio(Dio Brando) changed his team from 'Citizen' to 'Dio Brando'
17/07/2019 - 04:40:57 PM	William(Citizen) said 'he was on a beach with a big machine im not sure if there is one there'
17/07/2019 - 04:41:25 PM	[HURT] The world hurt Dio(Dio Brando) with 46 damage using fall damage
17/07/2019 - 04:41:51 PM	UG | M A S T E R(Joining/Connecting) connected from the server
17/07/2019 - 04:42:12 PM	Dio(Dio Brando) used 'textscreen'
17/07/2019 - 04:42:14 PM	Dio(Dio Brando) used 'textscreen'
17/07/2019 - 04:42:19 PM	Dio(Dio Brando) used 'textscreen'
17/07/2019 - 04:42:21 PM	Dio(Dio Brando) used 'textscreen'
17/07/2019 - 04:42:45 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) changed his team from 'Fuel Refiner' to 'Robber'
17/07/2019 - 04:42:52 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:42:56 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:43:02 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:43:08 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:43:10 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:43:13 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:43:17 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:43:26 PM	William(Citizen) disconnected from the server
17/07/2019 - 04:43:33 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'yes'
17/07/2019 - 04:43:38 PM	Dio(Dio Brando) spawned a 'models/props_c17/fence02a.mdl'
17/07/2019 - 04:43:58 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) lockpicked 'prop_door_rotating'. Success : 'no'
17/07/2019 - 04:44:05 PM	[HURT] (͠≖ ͜ʖ͠≖) (DC)(Robber) hurt Dio(Dio Brando) with 18 damage using m9k_model627
17/07/2019 - 04:44:06 PM	[HURT] (͠≖ ͜ʖ͠≖) (DC)(Robber) hurt Dio(Dio Brando) with 25 damage using m9k_model627
17/07/2019 - 04:44:13 PM	[KILL] (͠≖ ͜ʖ͠≖) (DC)(Robber) killed Dio(Dio Brando) with 19 damage using m9k_model627
17/07/2019 - 04:44:31 PM	[HURT] The world hurt UG | M A S T E R(Citizen) with 35 damage using fall damage
17/07/2019 - 04:44:35 PM	Dio(Dio Brando) used 'remover'
17/07/2019 - 04:45:00 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 04:45:02 PM	UG | M A S T E R(Citizen) said '/forcelock'
17/07/2019 - 04:45:13 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
17/07/2019 - 04:45:25 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'fading_door'
17/07/2019 - 04:45:32 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'fading_door'
17/07/2019 - 04:45:42 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'material'
17/07/2019 - 04:45:43 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'material'
17/07/2019 - 04:45:49 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'keypad_willox'
17/07/2019 - 04:45:51 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'keypad_willox'
17/07/2019 - 04:45:58 PM	Dio(Dio Brando) spawned a 'models/props_c17/fence01a.mdl'
17/07/2019 - 04:45:59 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'keypad_willox'
17/07/2019 - 04:46:06 PM	UG | M A S T E R(Fuel Refiner) changed his team from 'Citizen' to 'Fuel Refiner'
17/07/2019 - 04:46:09 PM	Dio(Dio Brando) used 'creator'
17/07/2019 - 04:46:09 PM	Dio(Dio Brando) spawned a 'models/props_c17/fence01a.mdl'
17/07/2019 - 04:46:10 PM	(͠≖ ͜ʖ͠≖) (DC)(Robber) used 'keypad_willox'
17/07/2019 - 04:46:10 PM	UG | M A S T E R(Fuel Refiner) bought 'Build Kit' for $50
17/07/2019 - 04:46:11 PM	Dio(Dio Brando) used 'creator'
17/07/2019 - 04:46:11 PM	Dio(Dio Brando) spawned a 'models/props_c17/fence01a.mdl'
